UDS 속성명,SSG 필드명,API 카테고리,사용 API 문서 수,공통/반복,UDS 필요도,설명
해외배송비처리구분코드 00 중량정보미등록 10 적합 2,frgShppcstProcDivCd,업체 주문/배송,1,단일,✅ 핵심 UDS,frgShppcstProcDivCd: 해외배송비처리구분코드 00 중량정보미등록 10 적합 20 결제요청 30 환불요청 40 결제 CS 처리중 50 환불 CS 처리중 60 결제완료 70 환불완료 80 해외결제수단처리 Shipping Type Code 00 Weight Information Not Registered 10 Appropriate 20 Payment Request 30 Refund Request 40 Payment CS Processing 50 Refund CS Processing 60 Payment Completed 70 Refund Completed 80 International Payment Method
해외배송지국가코드 Overseas Counrty cod,frgShpplocCntryCd,업체 주문/배송,1,단일,✅ 핵심 UDS,frgShpplocCntryCd: 해외배송지국가코드 Overseas Counrty code
해외배송지기본주소 Overseas Recipient Basic Addre,frgShpplocBascAddr,업체 주문/배송,1,단일,✅ 핵심 UDS,frgShpplocBascAddr: 해외배송지기본주소 Overseas Recipient Basic Address
해외배송지상세주소 Overseas Recipient Detail Addr,frgShpplocDtlAddr,업체 주문/배송,1,단일,✅ 핵심 UDS,frgShpplocDtlAddr: 해외배송지상세주소 Overseas Recipient Detail Address
해외배송지우편번호 Overseas Recipient P,frgShpplocZipcd,업체 주문/배송,1,단일,✅ 핵심 UDS,frgShpplocZipcd: 해외배송지우편번호 Overseas Recipient Postal Code
해외배송지전화번호 Overseas Recipient P,frgShpplocTelno,업체 주문/배송,1,단일,✅ 핵심 UDS,frgShpplocTelno: 해외배송지전화번호 Overseas Recipient Phone Number
해외배송지휴대전화번호 Overseas Recipient,frgShpplocHpno,업체 주문/배송,1,단일,✅ 핵심 UDS,frgShpplocHpno: 해외배송지휴대전화번호 Overseas Recipient Mobile Phone Number
협력사 단품 ID,uSplVenItemId,업체 주문/배송,1,단일,✅ 핵심 UDS,uSplVenItemId: 협력업체단품ID Vendor Unit Item Number | uSplVenItemId: 샘플코드에서 확인된 필드 | uSplVenItemId: 협력업체단품ID Vendor Unit Item Number
협력사 상품 ID,splVenItemId,업체 주문/배송,1,단일,✅ 핵심 UDS,splVenItemId: 협력업체상품ID Vendor Item Number | splVenItemId: 협력업체상품ID Vendor Item Number | splVenItemId: 샘플코드에서 확인된 필드
회원 ID,mbrId,업체 주문/배송,1,단일,✅ 핵심 UDS,mbrId: 주문자ID Customer ID | mbrId: 주문자ID Customer ID | mbrId: 주문자ID Customer ID
회원 로그인 ID,mbrLoginId,업체 주문/배송,1,단일,✅ 핵심 UDS,mbrLoginId: 주문 회원 ID order member id | mbrLoginId: 샘플코드에서 확인된 필드
