UDS 속성명,SSG 필드명,API 카테고리,사용 API 문서 수,공통/반복,UDS 필요도,설명
택배사 업체 ID,delicoVenId,업체 취소/반품/교환,1,단일,✅ 핵심 UDS,delicoVenId: 택배사ID Shipping Company | delicoVenId: 샘플코드에서 확인된 필드 | delicoVenId: 택배사 Shipping Company
택배사명 Shipping Company Name,delicoVenNm,업체 취소/반품/교환,1,단일,✅ 핵심 UDS,delicoVenNm: 택배사명 Shipping Company Name
판매가,sellprc,업체 취소/반품/교환,1,단일,✅ 핵심 UDS,sellprc: 판매가 Sales Price | sellprc: 샘플코드에서 확인된 필드
하위공급업체ID Low Rank Supply Vendo,lrnkSplVenId,업체 취소/반품/교환,1,단일,✅ 핵심 UDS,lrnkSplVenId: 하위공급업체ID Low Rank Supply Vendor ID
하위공급업체명 Low Rank Supply Vendor Name,shppLrnkVenNm,업체 취소/반품/교환,1,단일,✅ 핵심 UDS,shppLrnkVenNm: 하위공급업체명 Low Rank Supply Vendor Name
하위공급업체아이디 Low Rank Supply Vend,shppLrnkVenId,업체 취소/반품/교환,1,단일,✅ 핵심 UDS,shppLrnkVenId: 하위공급업체아이디 Low Rank Supply Vendor Identification
하위업체명 (삭제예정. 'shppLrnkVenNm'을 사용해주세요) Lo,lrnkSplVenNm,업체 취소/반품/교환,1,단일,✅ 핵심 UDS,"lrnkSplVenNm: 하위업체명 (삭제예정. 'shppLrnkVenNm'을 사용해주세요) Low Rand Vendor (To be deleted. Please use ""shppLrnkVenNm"".)"
할인금액,dcAmt,업체 취소/반품/교환,1,단일,✅ 핵심 UDS,dcAmt: 할인가 * 해당 항목은 배송을 위한 참고 정보입니다. 정산을 위해서는 정산 API를 활용해주세요. Discount Amount * This is reference information for Shipping. Please use Settlement API for an accurate settlement. | dcAmt: 샘플코드에서 확인된 필드
협력사 단품 ID,uSplVenItemId,업체 취소/반품/교환,1,단일,✅ 핵심 UDS,uSplVenItemId: 협력업체단품ID Vendor Unit Item Number | uSplVenItemId: 샘플코드에서 확인된 필드
협력사 상품 ID,splVenItemId,업체 취소/반품/교환,1,단일,✅ 핵심 UDS,splVenItemId: 협력업체상품ID Vendor Item Number | splVenItemId: 샘플코드에서 확인된 필드
환불여부 Y/N Refund Yes Or No Y/N,refundYn,업체 취소/반품/교환,1,단일,✅ 핵심 UDS,refundYn: 환불여부 Y/N Refund Yes Or No Y/N
환불완료일 Refund Completed Date,refundDt,업체 취소/반품/교환,1,단일,✅ 핵심 UDS,refundDt: 환불완료일 Refund Completed Date
회수신청방법 20 고객직접발송 40 자동회수 45 업체자체회수 70 SS,rcovMthdCds,업체 취소/반품/교환,1,단일,✅ 핵심 UDS,rcovMthdCds: 회수신청방법 20 고객직접발송 40 자동회수 45 업체자체회수 70 SSG전담택배 Recollect Request Method 20 Customer Firsthand Shipping 40 Automatic Return Shipping 45 Vendor Designated Shipping 70 SSG Dedicated Shipping
회수신청방법 Recollect Request Method,rcovMthdNm,업체 취소/반품/교환,1,단일,✅ 핵심 UDS,rcovMthdNm: 회수신청방법 Recollect Request Method
회수신청방법코드 20 고객직접발송 40 자동회수 45 ,rcovMthdCd,업체 취소/반품/교환,1,단일,✅ 핵심 UDS,rcovMthdCd: 회수신청방법코드 20 고객직접발송 40 자동회수 45 업체자체회수 70 SSG전담택배 Recollect Request Method Code 20 Customer Firsthand Shipping 40 Automatic Return Shipping 45 Vendor Designated Shipping 70 SSG Dedicated Shipping
회수완료보류일 Recollect Completion O,rcovCmplDeferDt,업체 취소/반품/교환,1,단일,✅ 핵심 UDS,rcovCmplDeferDt: 회수완료보류일 Recollect Completion On Hold Date
회수완료일 Recollect Completed Date,rcovCmplDt,업체 취소/반품/교환,1,단일,✅ 핵심 UDS,rcovCmplDt: 회수완료일 Recollect Completed Date
회수지시일 Recollect Instructed Dat,rcovDircDt,업체 취소/반품/교환,1,단일,✅ 핵심 UDS,rcovDircDt: 회수지시일 Recollect Instructed Date
회수철회일 Recollect Revoked Date,rcovRvkDt,업체 취소/반품/교환,1,단일,✅ 핵심 UDS,rcovRvkDt: 회수철회일 Recollect Revoked Date
회수확인일 Recollect Confirmed Date,rcovCnfDt,업체 취소/반품/교환,1,단일,✅ 핵심 UDS,rcovCnfDt: 회수확인일 Recollect Confirmed Date
